step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
2525095,90,0,2023-03-11 05:07:06.461,2023-03-10 05:00:01.061,-1,300000,46,3000.1848,254.3504,46635538-7414-40a0-bcd1-6396b06ec7c7.extra_data.json,+OWbbAvnWG,800,com.sec.android.app.shealth,2524295,31320000,46635538-7414-40a0-bcd1-6396b06ec7c7,1678406400000,
9978508,90,4124882,2023-05-13 23:55:06.013,2023-05-13 04:00:01.155,-1,4124882,183,6557.142,1332.7129,13cdb336-2cec-4fe9-b74c-4beafbef73ec.extra_data.json,+OWbbAvnWG,10000,com.sec.android.app.shealth,5843626,23040000,13cdb336-2cec-4fe9-b74c-4beafbef73ec,1683936000000,
2734957,90,0,2023-04-13 03:14:04.357,2023-04-12 04:00:00.959,-1,120000,50,3295.5005,291.04916,6f5932d1-56d4-4979-9818-eb6f4374fc40.extra_data.json,+OWbbAvnWG,13200,com.sec.android.app.shealth,2721757,33780000,6f5932d1-56d4-4979-9818-eb6f4374fc40,1681257600000,
3114273,90,0,2023-04-18 21:22:17.524,2023-04-17 04:00:02.032,-1,60000,56,3818.3223,337.54892,0d9e8387-195f-48fd-8efd-4c4c250cd69d.extra_data.json,+OWbbAvnWG,46800,com.sec.android.app.shealth,3067473,21480000,0d9e8387-195f-48fd-8efd-4c4c250cd69d,1681689600000,
3952563,90,0,2023-04-11 02:07:04.063,2023-04-10 04:00:01.432,-1,665382,72,4534.191,439.97482,51b3f082-8d20-4e25-b93d-5189f894367e.extra_data.json,+OWbbAvnWG,0,com.sec.android.app.shealth,3952563,11520000,51b3f082-8d20-4e25-b93d-5189f894367e,1681084800000,
5162595,90,0,2023-03-10 04:46:22.111,2023-03-09 05:00:04.466,-1,180000,94,5902.429,414.8701,433bef81-de4d-4a32-b189-5905d765ff67.extra_data.json,+OWbbAvnWG,23600,com.sec.android.app.shealth,5138995,19980000,433bef81-de4d-4a32-b189-5905d765ff67,1678320000000,
1398963,90,0,2023-03-17 02:55:06.983,2023-03-16 04:00:00.596,-1,52026,25,1615.9901,130.32,71cbd802-c8dc-4fc9-9a77-666b9578d0fc.extra_data.json,+OWbbAvnWG,5600,com.sec.android.app.shealth,1393363,20160000,71cbd802-c8dc-4fc9-9a77-666b9578d0fc,1678924800000,
7037931,90,3715279,2023-05-20 00:38:12.769,2023-05-19 04:00:00.496,-1,3014957,130,4697.776,829.3284,3b629a7b-62d5-49f4-874d-4a7926335402.extra_data.json,+OWbbAvnWG,12400,com.sec.android.app.shealth,3310252,18060000,3b629a7b-62d5-49f4-874d-4a7926335402,1684454400000,
1444498,90,0,2023-04-24 13:03:21.718,2023-04-23 04:00:00.909,-1,60000,26,1635.3469,81.71019,2d943596-0ed2-4b9e-b068-7c257c9e12c2.extra_data.json,+OWbbAvnWG,1200,com.sec.android.app.shealth,1443298,32220000,2d943596-0ed2-4b9e-b068-7c257c9e12c2,1682208000000,
844095,90,0,2023-04-19 02:00:06.073,2023-04-18 04:00:02.220,-1,60000,15,967.68994,72.47,a7699e9c-cd13-41e1-9d52-224b0a409300.extra_data.json,+OWbbAvnWG,400,com.sec.android.app.shealth,843695,21000000,a7699e9c-cd13-41e1-9d52-224b0a409300,1681776000000,
