binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
7c3a4bbe-3447-43b3-a994-0433d21833ea.binning_data.json,2022-09-24 04:00:03.848,2022-09-23 04:00:02.325,com.sec.android.app.shealth,102,3553,1.3204042,2689.5242,241.12973,oL6fnwM6i7,com.sec.android.app.shealth,7c3a4bbe-3447-43b3-a994-0433d21833ea,1663804800000,
fd224751-55a1-4e14-a95f-9b06a14f89c5.binning_data.json,2022-09-28 04:18:43.973,2022-09-28 04:18:43.973,com.sec.android.app.shealth,102,5628,1.4036055,4623.825,409.18112,oL6fnwM6i7,com.sec.android.app.shealth,fd224751-55a1-4e14-a95f-9b06a14f89c5,1664236800000,
5297d65e-f27f-4975-9d48-d8ebf5c86c5d.binning_data.json,2022-09-28 04:18:43.097,2022-09-28 04:18:43.097,com.sec.android.app.shealth,0,3192,1.2109051,2416.35,230.38,+OWbbAvnWG,com.sec.android.app.shealth,5297d65e-f27f-4975-9d48-d8ebf5c86c5d,1664236800000,
c1cd50ab-8714-445a-88c7-29adfa548532.binning_data.json,2022-09-30 03:48:10.893,2022-09-29 05:45:25.776,com.sec.android.app.shealth,-2,4198,1.3427573,3368.744,300.47983,VfS0qUERdZ,com.sec.android.app.shealth,c1cd50ab-8714-445a-88c7-29adfa548532,1664409600000,
7ddc9be5-031b-4962-b262-cc9698e24478.binning_data.json,2022-09-26 04:06:25.729,2022-09-26 04:06:25.729,com.sec.android.app.shealth,102,3876,1.513868,3211.287,277.8305,oL6fnwM6i7,com.sec.android.app.shealth,7ddc9be5-031b-4962-b262-cc9698e24478,1664064000000,
89f567cd-9dca-4d40-82ac-ba1408bb4d16.binning_data.json,2022-09-26 04:06:21.595,2022-09-25 04:04:41.943,com.sec.android.app.shealth,0,1000,1.2784942,782.31,71.170006,+OWbbAvnWG,com.sec.android.app.shealth,89f567cd-9dca-4d40-82ac-ba1408bb4d16,1664064000000,
23172094-0d1f-48e6-8f79-1568944daa15.binning_data.json,2022-09-30 04:00:03.306,2022-09-30 04:00:03.306,com.sec.android.app.shealth,0,2101,1.2663003,1621.34,145.81,+OWbbAvnWG,com.sec.android.app.shealth,23172094-0d1f-48e6-8f79-1568944daa15,1664409600000,
db8f82af-4bf2-4a2e-bed5-4f7bc4a855b4.binning_data.json,2022-10-02 04:07:33.540,2022-10-01 13:39:09.859,com.sec.android.app.shealth,-2,8898,1.396798,7176.3643,646.10474,VfS0qUERdZ,com.sec.android.app.shealth,db8f82af-4bf2-4a2e-bed5-4f7bc4a855b4,1664582400000,
c10bf6bd-c3e4-43f4-b876-ce94cba903da.binning_data.json,2022-09-30 04:00:05.232,2022-09-30 04:00:05.232,com.sec.android.app.shealth,102,3081,1.377981,2526.494,222.96982,oL6fnwM6i7,com.sec.android.app.shealth,c10bf6bd-c3e4-43f4-b876-ce94cba903da,1664409600000,
0a71579f-9e50-4b5a-a525-900aeecb7605.binning_data.json,2022-09-27 04:32:27.844,2022-09-27 04:32:27.844,com.sec.android.app.shealth,102,5022,1.393071,4123.618,366.24203,oL6fnwM6i7,com.sec.android.app.shealth,0a71579f-9e50-4b5a-a525-900aeecb7605,1664150400000,
786a6c4f-aade-4112-916a-25b746cd6b20.binning_data.json,2022-09-27 04:32:19.808,2022-09-26 04:06:21.611,com.sec.android.app.shealth,0,5168,1.23331,3873.9897,392.90002,+OWbbAvnWG,com.sec.android.app.shealth,786a6c4f-aade-4112-916a-25b746cd6b20,1664150400000,
6d8b12bc-9c7d-48ec-b7a6-c048a1c0d0c4.binning_data.json,2022-09-29 04:00:02.926,2022-09-29 04:00:02.926,com.sec.android.app.shealth,0,1036,1.230406,797.53,72.090004,+OWbbAvnWG,com.sec.android.app.shealth,6d8b12bc-9c7d-48ec-b7a6-c048a1c0d0c4,1664323200000,
a71c3327-854b-4a57-85df-17dfccdd2c97.binning_data.json,2022-10-02 04:00:02.392,2022-10-02 04:00:02.392,com.sec.android.app.shealth,0,4056,1.1763283,3061.06,292.21,+OWbbAvnWG,com.sec.android.app.shealth,a71c3327-854b-4a57-85df-17dfccdd2c97,1664582400000,
95cdf1df-aaf2-4977-a277-10027a4d6c12.binning_data.json,2022-10-04 16:30:23.592,2022-10-03 13:05:12.980,com.sec.android.app.shealth,-2,6966,1.3413872,5457.4507,518.9979,VfS0qUERdZ,com.sec.android.app.shealth,95cdf1df-aaf2-4977-a277-10027a4d6c12,1664755200000,
11d2c0c1-a359-4da7-bfea-98fd67065ffc.binning_data.json,2022-09-30 04:00:05.145,2022-09-29 04:00:04.382,com.sec.android.app.shealth,102,2173,1.3825693,1778.0521,156.82985,oL6fnwM6i7,com.sec.android.app.shealth,11d2c0c1-a359-4da7-bfea-98fd67065ffc,1664323200000,
00bce526-3a82-4e6e-b8c0-c5a91e2b847c.binning_data.json,2022-09-29 03:17:24.389,2022-09-28 04:34:35.505,com.sec.android.app.shealth,-2,2622,1.3599919,2122.7522,187.90985,VfS0qUERdZ,com.sec.android.app.shealth,00bce526-3a82-4e6e-b8c0-c5a91e2b847c,1664323200000,
6a1103c6-e01a-4fba-a004-23b9e0a743f5.binning_data.json,2022-10-03 04:00:03.726,2022-10-02 04:00:03.710,com.sec.android.app.shealth,102,7502,1.4739966,6201.414,541.97473,oL6fnwM6i7,com.sec.android.app.shealth,6a1103c6-e01a-4fba-a004-23b9e0a743f5,1664582400000,
b0f8798e-f68d-49f2-a297-f88937619293.binning_data.json,2022-10-01 04:00:02.049,2022-10-01 04:00:02.049,com.sec.android.app.shealth,0,4070,1.2143159,3031.45,306.32,+OWbbAvnWG,com.sec.android.app.shealth,b0f8798e-f68d-49f2-a297-f88937619293,1664496000000,
8f747a4b-31c0-4f42-a0e7-b161d611bba4.binning_data.json,2022-10-04 04:00:01.753,2022-10-04 04:00:01.753,com.sec.android.app.shealth,0,4277,1.2349824,3114.69,350.18002,+OWbbAvnWG,com.sec.android.app.shealth,8f747a4b-31c0-4f42-a0e7-b161d611bba4,1664755200000,
787e4824-1998-4da4-89f4-b15acdda4f01.binning_data.json,2022-10-06 06:15:06.013,2022-10-05 17:50:44.850,com.sec.android.app.shealth,-2,4808,1.4586877,3949.3848,337.4276,VfS0qUERdZ,com.sec.android.app.shealth,787e4824-1998-4da4-89f4-b15acdda4f01,1664928000000,
cb2fceca-257a-4437-bffc-15e9c1f5e9e2.binning_data.json,2022-10-01 00:35:29.010,2022-09-30 05:07:55.919,com.sec.android.app.shealth,-2,5979,1.34519,4707.642,442.57098,VfS0qUERdZ,com.sec.android.app.shealth,cb2fceca-257a-4437-bffc-15e9c1f5e9e2,1664496000000,
fec2ae06-dfbb-4a4e-a330-8d682ea2599d.binning_data.json,2022-10-05 04:00:03.348,2022-10-04 04:00:03.868,com.sec.android.app.shealth,102,6424,1.401268,5274.091,457.7579,oL6fnwM6i7,com.sec.android.app.shealth,fec2ae06-dfbb-4a4e-a330-8d682ea2599d,1664755200000,
6297c842-a95c-4e92-a11c-170050ece31e.binning_data.json,2022-10-01 04:00:03.860,2022-10-01 04:00:03.860,com.sec.android.app.shealth,102,5249,1.4047902,4311.5366,384.32117,oL6fnwM6i7,com.sec.android.app.shealth,6297c842-a95c-4e92-a11c-170050ece31e,1664496000000,
815b9507-9ddd-468b-87fc-89e6a1bed779.binning_data.json,2022-10-06 04:00:01.802,2022-10-06 04:00:01.802,com.sec.android.app.shealth,0,630,1.1985942,483.33002,42.93,+OWbbAvnWG,com.sec.android.app.shealth,815b9507-9ddd-468b-87fc-89e6a1bed779,1664928000000,
17f8126e-ff3b-4b76-abbd-5af2ee0655c6.binning_data.json,2022-10-08 17:21:54.825,2022-10-07 13:33:15.983,com.sec.android.app.shealth,-2,2545,1.3331745,2065.038,181.52867,VfS0qUERdZ,com.sec.android.app.shealth,17f8126e-ff3b-4b76-abbd-5af2ee0655c6,1665100800000,
74588b94-1d68-4f3c-939e-3bf284210749.binning_data.json,2022-10-03 04:00:02.315,2022-10-03 04:00:02.315,com.sec.android.app.shealth,0,5883,1.1709362,4392.84,429.52002,+OWbbAvnWG,com.sec.android.app.shealth,74588b94-1d68-4f3c-939e-3bf284210749,1664668800000,
a95468be-f08a-4173-88dc-d4ece9cb9843.binning_data.json,2022-10-03 04:00:03.740,2022-10-03 04:00:03.740,com.sec.android.app.shealth,102,11084,1.429264,9124.653,794.3459,oL6fnwM6i7,com.sec.android.app.shealth,a95468be-f08a-4173-88dc-d4ece9cb9843,1664668800000,
85422eca-5348-4c25-a84a-11ff1f045d50.binning_data.json,2022-10-03 03:35:01.865,2022-10-02 04:07:33.002,com.sec.android.app.shealth,-2,12377,1.3892097,10026.947,887.14825,VfS0qUERdZ,com.sec.android.app.shealth,85422eca-5348-4c25-a84a-11ff1f045d50,1664668800000,
4d81f43c-b050-4ab5-95ee-7afe2cfc550c.binning_data.json,2022-10-10 03:56:08.463,2022-10-09 04:44:27.455,com.sec.android.app.shealth,-2,3220,1.3134507,2486.192,241.66974,VfS0qUERdZ,com.sec.android.app.shealth,4d81f43c-b050-4ab5-95ee-7afe2cfc550c,1665273600000,
796ef02d-fdb0-46d4-a256-bc218a057828.binning_data.json,2022-10-07 04:00:03.411,2022-10-06 04:00:02.973,com.sec.android.app.shealth,102,4503,1.4821254,3720.2146,316.6176,oL6fnwM6i7,com.sec.android.app.shealth,796ef02d-fdb0-46d4-a256-bc218a057828,1664928000000,
5ab54a26-1117-4ad6-a4ea-70a39d336d0f.binning_data.json,2022-10-05 04:00:02.494,2022-10-05 04:00:02.494,com.sec.android.app.shealth,0,1033,1.2612405,791.53,70.44,+OWbbAvnWG,com.sec.android.app.shealth,5ab54a26-1117-4ad6-a4ea-70a39d336d0f,1664841600000,
a862c228-248f-49d6-b8c8-b5b11497c49a.binning_data.json,2022-10-08 04:00:01.565,2022-10-08 04:00:01.565,com.sec.android.app.shealth,0,518,1.1665553,391.28,35.07,+OWbbAvnWG,com.sec.android.app.shealth,a862c228-248f-49d6-b8c8-b5b11497c49a,1665100800000,
c3238109-14be-4ae8-ba0d-32324bfe432a.binning_data.json,2022-10-05 04:00:03.353,2022-10-05 04:00:03.353,com.sec.android.app.shealth,102,2150,1.3592983,1756.0934,153.93022,oL6fnwM6i7,com.sec.android.app.shealth,c3238109-14be-4ae8-ba0d-32324bfe432a,1664841600000,
12de00a1-b237-4a46-98d0-3d9281decf53.binning_data.json,2022-10-05 03:36:17.244,2022-10-04 04:21:57.479,com.sec.android.app.shealth,-2,2647,1.3429316,2120.8035,186.52022,VfS0qUERdZ,com.sec.android.app.shealth,12de00a1-b237-4a46-98d0-3d9281decf53,1664841600000,
aa023751-ba48-4c70-8153-9d6b436e105c.binning_data.json,2022-10-09 04:00:03.579,2022-10-08 04:00:03.040,com.sec.android.app.shealth,102,2365,1.3511063,1934.1713,170.18848,oL6fnwM6i7,com.sec.android.app.shealth,aa023751-ba48-4c70-8153-9d6b436e105c,1665100800000,
d248c5ac-c161-4c14-a43d-6a7371b58332.binning_data.json,2022-10-07 04:00:01.980,2022-10-07 04:00:01.980,com.sec.android.app.shealth,0,6992,1.223448,5289.35,500.03,+OWbbAvnWG,com.sec.android.app.shealth,d248c5ac-c161-4c14-a43d-6a7371b58332,1665014400000,
603cd81c-7b8e-4a35-88ee-a0a847e2f4a8.binning_data.json,2022-10-10 04:00:02.640,2022-10-10 04:00:02.640,com.sec.android.app.shealth,0,2577,1.2364495,1895.9299,200.65,+OWbbAvnWG,com.sec.android.app.shealth,603cd81c-7b8e-4a35-88ee-a0a847e2f4a8,1665273600000,
cdde6ebb-84a6-4d6c-bd11-ba2a3e785a26.binning_data.json,2022-10-08 04:00:03.025,2022-10-07 04:00:03.466,com.sec.android.app.shealth,102,10565,1.4713488,8750.11,751.14825,oL6fnwM6i7,com.sec.android.app.shealth,cdde6ebb-84a6-4d6c-bd11-ba2a3e785a26,1665014400000,
19601fc9-1470-4f18-bb43-7bdcb3db1112.binning_data.json,2022-10-12 04:23:06.609,2022-10-11 12:46:29.297,com.sec.android.app.shealth,-2,2969,1.4054071,2404.1853,208.05673,VfS0qUERdZ,com.sec.android.app.shealth,19601fc9-1470-4f18-bb43-7bdcb3db1112,1665446400000,
d93ed80e-0073-4035-bbca-032cdc04a5d3.binning_data.json,2022-10-10 04:00:04.503,2022-10-10 04:00:04.503,com.sec.android.app.shealth,102,2598,1.3891231,2135.6965,187.18938,oL6fnwM6i7,com.sec.android.app.shealth,d93ed80e-0073-4035-bbca-032cdc04a5d3,1665273600000,
554ab3bc-7083-4f26-94d9-9e6950fb19b1.binning_data.json,2022-10-07 04:45:22.466,2022-10-06 06:15:05.832,com.sec.android.app.shealth,-2,11151,1.4239721,9055.266,789.27264,VfS0qUERdZ,com.sec.android.app.shealth,554ab3bc-7083-4f26-94d9-9e6950fb19b1,1665014400000,
e97f47cc-09ca-4aff-a785-f426c775ca7f.binning_data.json,2022-10-09 04:00:02.854,2022-10-09 04:00:02.854,com.sec.android.app.shealth,0,611,1.1918122,466.49,41.36,+OWbbAvnWG,com.sec.android.app.shealth,e97f47cc-09ca-4aff-a785-f426c775ca7f,1665187200000,
c38bb2c4-a8e1-4b3b-a426-dc77d761d7a4.binning_data.json,2022-10-12 04:00:01.704,2022-10-12 04:00:01.704,com.sec.android.app.shealth,0,1246,1.3092763,962.14,86.04,+OWbbAvnWG,com.sec.android.app.shealth,c38bb2c4-a8e1-4b3b-a426-dc77d761d7a4,1665446400000,
2d81134c-de0d-42ea-995a-9a400780ff07.binning_data.json,2022-10-14 03:15:02.577,2022-10-13 05:29:29.848,com.sec.android.app.shealth,-2,5523,1.3286735,4324.711,411.9402,VfS0qUERdZ,com.sec.android.app.shealth,2d81134c-de0d-42ea-995a-9a400780ff07,1665619200000,
59e40a9d-9b57-4aa7-9e0d-046efe8d4167.binning_data.json,2022-10-09 01:02:02.215,2022-10-08 17:21:29.812,com.sec.android.app.shealth,-2,3545,1.4360656,2913.2202,248.78831,VfS0qUERdZ,com.sec.android.app.shealth,59e40a9d-9b57-4aa7-9e0d-046efe8d4167,1665187200000,
c3c9ae89-acaa-485f-af04-1f24cd88148c.binning_data.json,2022-10-09 04:00:03.587,2022-10-09 04:00:03.587,com.sec.android.app.shealth,102,3194,1.4674364,2647.7803,225.14832,oL6fnwM6i7,com.sec.android.app.shealth,c3c9ae89-acaa-485f-af04-1f24cd88148c,1665187200000,
6bac9015-6443-4f71-8828-f4d4b42e149d.binning_data.json,2022-10-11 04:00:01.473,2022-10-11 04:00:01.473,com.sec.android.app.shealth,0,1119,1.2639349,839.07,86.38,+OWbbAvnWG,com.sec.android.app.shealth,6bac9015-6443-4f71-8828-f4d4b42e149d,1665360000000,
a3986095-8891-465d-806d-3090c91f35d0.binning_data.json,2022-10-14 04:00:03.487,2022-10-14 04:00:03.487,com.sec.android.app.shealth,0,4702,1.2495825,3486.46,370.38004,+OWbbAvnWG,com.sec.android.app.shealth,a3986095-8891-465d-806d-3090c91f35d0,1665619200000,
25063e20-4798-4c99-b650-e333704cde21.binning_data.json,2022-10-11 01:56:02.374,2022-10-10 04:10:51.586,com.sec.android.app.shealth,-2,2024,1.3431548,1614.3187,145.81699,VfS0qUERdZ,com.sec.android.app.shealth,25063e20-4798-4c99-b650-e333704cde21,1665360000000,
5cbd56dc-db5c-477f-b744-282ce5735855.binning_data.json,2022-10-13 04:00:03.070,2022-10-12 04:00:02.690,com.sec.android.app.shealth,102,2389,1.4317746,1967.5046,167.77644,oL6fnwM6i7,com.sec.android.app.shealth,5cbd56dc-db5c-477f-b744-282ce5735855,1665446400000,
bc116019-19bd-4d06-b876-bd1f4d7027b0.binning_data.json,2022-10-13 04:00:02.298,2022-10-13 04:00:02.298,com.sec.android.app.shealth,0,2158,1.2356241,1642.76,151.81,+OWbbAvnWG,com.sec.android.app.shealth,bc116019-19bd-4d06-b876-bd1f4d7027b0,1665532800000,
a925900e-8a52-4604-a1d3-42208b863bff.binning_data.json,2022-10-11 04:00:02.329,2022-10-11 04:00:02.329,com.sec.android.app.shealth,102,1730,1.3882424,1419.6843,126.62303,oL6fnwM6i7,com.sec.android.app.shealth,a925900e-8a52-4604-a1d3-42208b863bff,1665360000000,
0b578880-4406-4e02-9a49-9df8a6fb1c3c.binning_data.json,2022-10-16 04:00:02.473,2022-10-16 04:00:02.473,com.sec.android.app.shealth,0,4013,1.1699977,3008.82,286.63998,+OWbbAvnWG,com.sec.android.app.shealth,0b578880-4406-4e02-9a49-9df8a6fb1c3c,1665792000000,
dde42b76-dacc-45fc-94ab-37a30f3a095e.binning_data.json,2022-10-15 04:00:01.789,2022-10-15 04:00:01.789,com.sec.android.app.shealth,0,851,1.2410665,655.61,58.02,+OWbbAvnWG,com.sec.android.app.shealth,dde42b76-dacc-45fc-94ab-37a30f3a095e,1665705600000,
5537a9d3-b375-4d60-a2f4-f9836411b390.binning_data.json,2022-10-16 03:50:21.705,2022-10-15 04:26:23.714,com.sec.android.app.shealth,-2,6552,1.3591759,5373.4326,472.24063,VfS0qUERdZ,com.sec.android.app.shealth,5537a9d3-b375-4d60-a2f4-f9836411b390,1665792000000,
0b606f00-4d1a-4daf-9bc8-cfbce6b39cf1.binning_data.json,2022-10-18 04:00:02.727,2022-10-18 04:00:02.727,com.sec.android.app.shealth,0,1132,1.236218,871.06,77.19,+OWbbAvnWG,com.sec.android.app.shealth,0b606f00-4d1a-4daf-9bc8-cfbce6b39cf1,1665964800000,
cd45a38c-e42a-4756-adc1-33addb9c19ea.binning_data.json,2022-10-14 04:00:04.085,2022-10-13 04:00:03.080,com.sec.android.app.shealth,102,3646,1.3788444,2988.3203,262.10165,oL6fnwM6i7,com.sec.android.app.shealth,cd45a38c-e42a-4756-adc1-33addb9c19ea,1665532800000,
a69fa0e7-db71-4360-bfad-0416057868cc.binning_data.json,2022-10-13 14:52:10.405,2022-10-12 04:23:06.385,com.sec.android.app.shealth,-2,4041,1.3484772,3258.0266,285.81085,VfS0qUERdZ,com.sec.android.app.shealth,a69fa0e7-db71-4360-bfad-0416057868cc,1665532800000,
9a8de512-da56-4dab-a80a-4d0d45d1c57b.binning_data.json,2022-10-14 04:00:04.090,2022-10-14 04:00:04.090,com.sec.android.app.shealth,102,4281,1.4402051,3573.5916,310.3606,oL6fnwM6i7,com.sec.android.app.shealth,9a8de512-da56-4dab-a80a-4d0d45d1c57b,1665619200000,
1502ae1e-71db-4174-ab89-9fa36e33af6e.binning_data.json,2022-10-17 04:00:02.805,2022-10-17 04:00:02.805,com.sec.android.app.shealth,0,2860,1.2083373,2146.4102,212.99,+OWbbAvnWG,com.sec.android.app.shealth,1502ae1e-71db-4174-ab89-9fa36e33af6e,1665878400000,
629918a9-95c6-4778-acf4-4be8e615f9bd.binning_data.json,2022-10-18 04:41:10.494,2022-10-17 04:12:55.023,com.sec.android.app.shealth,-2,1247,1.2601092,968.3501,85.05003,VfS0qUERdZ,com.sec.android.app.shealth,629918a9-95c6-4778-acf4-4be8e615f9bd,1665964800000,
